Variable,Unit,Country,Year,Value,Flags
"Measles","% of children immunised","Portugal","2009",95,
"Measles","% of children immunised","Portugal","2010",96,
"Measles","% of children immunised","Portugal","2011",97,
"Measles","% of children immunised","Portugal","2012",97,
"Influenza","% of population aged 65 years and over","Portugal","2001",41.9,
"Influenza","% of population aged 65 years and over","Portugal","2002",36.9,
"Influenza","% of population aged 65 years and over","Portugal","2003",46.9,
"Influenza","% of population aged 65 years and over","Portugal","2004",39,
"Influenza","% of population aged 65 years and over","Portugal","2005",41.6,
"Influenza","% of population aged 65 years and over","Portugal","2006",50.4,
"Influenza","% of population aged 65 years and over","Portugal","2007",51,
"Influenza","% of population aged 65 years and over","Portugal","2008",53.3,
"Influenza","% of population aged 65 years and over","Portugal","2009",52.2,
"Influenza","% of population aged 65 years and over","Portugal","2010",48.3,
"Influenza","% of population aged 65 years and over","Portugal","2011",43.4,
"Hepatitis B","% of children immunised","Slovak Republic","2000",98,
"Hepatitis B","% of children immunised","Slovak Republic","2001",99,
"Hepatitis B","% of children immunised","Slovak Republic","2002",99,
"Hepatitis B","% of children immunised","Slovak Republic","2003",99,
"Hepatitis B","% of children immunised","Slovak Republic","2004",99,
"Hepatitis B","% of children immunised","Slovak Republic","2005",99,
"Hepatitis B","% of children immunised","Slovak Republic","2006",99,
"Hepatitis B","% of children immunised","Slovak Republic","2007",99,
"Hepatitis B","% of children immunised","Slovak Republic","2008",99,
"Hepatitis B","% of children immunised","Slovak Republic","2009",99,
"Hepatitis B","% of children immunised","Slovak Republic","2010",99,
"Hepatitis B","% of children immunised","Slovak Republic","2011",99,
"Hepatitis B","% of children immunised","Slovak Republic","2012",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","1994",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","1995",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","1996",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","1997",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","1998",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","1999",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2000",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2001",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2002",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2003",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2004",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2005",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2006",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2007",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2008",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2009",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2010",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2011",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Slovak Republic","2012",99,
"Measles","% of children immunised","Slovak Republic","1994",97,
"Measles","% of children immunised","Slovak Republic","1995",99,
"Measles","% of children immunised","Slovak Republic","1996",99,
"Measles","% of children immunised","Slovak Republic","1997",99,
"Measles","% of children immunised","Slovak Republic","1998",99,
"Measles","% of children immunised","Slovak Republic","1999",99,
"Measles","% of children immunised","Slovak Republic","2000",98,
"Measles","% of children immunised","Slovak Republic","2001",99,
"Measles","% of children immunised","Slovak Republic","2002",99,
"Measles","% of children immunised","Slovak Republic","2003",99,
"Measles","% of children immunised","Slovak Republic","2004",99,
"Measles","% of children immunised","Slovak Republic","2005",98,
"Measles","% of children immunised","Slovak Republic","2006",98,
"Measles","% of children immunised","Slovak Republic","2007",99,
"Measles","% of children immunised","Slovak Republic","2008",99,
"Measles","% of children immunised","Slovak Republic","2009",99,
"Measles","% of children immunised","Slovak Republic","2010",98,
"Measles","% of children immunised","Slovak Republic","2011",98,
"Measles","% of children immunised","Slovak Republic","2012",99,
"Influenza","% of population aged 65 years and over","Slovak Republic","2000",20.7,
"Influenza","% of population aged 65 years and over","Slovak Republic","2001",31.5,
"Influenza","% of population aged 65 years and over","Slovak Republic","2003",37.9,
"Influenza","% of population aged 65 years and over","Slovak Republic","2004",22.9,
"Influenza","% of population aged 65 years and over","Slovak Republic","2005",29.3,
"Influenza","% of population aged 65 years and over","Slovak Republic","2006",25.7,
"Influenza","% of population aged 65 years and over","Slovak Republic","2007",33.4,
"Influenza","% of population aged 65 years and over","Slovak Republic","2008",35.5,
"Influenza","% of population aged 65 years and over","Slovak Republic","2009",30.5,
"Influenza","% of population aged 65 years and over","Slovak Republic","2010",23.8,
"Influenza","% of population aged 65 years and over","Slovak Republic","2011",21.9,
"Influenza","% of population aged 65 years and over","Slovak Republic","2012",15.4,
"Hepatitis B","% of children immunised","Spain","1996",82,
"Hepatitis B","% of children immunised","Spain","1997",84,
"Hepatitis B","% of children immunised","Spain","1998",81,
"Hepatitis B","% of children immunised","Spain","1999",80,
"Hepatitis B","% of children immunised","Spain","2000",77,
"Hepatitis B","% of children immunised","Spain","2001",83,
"Hepatitis B","% of children immunised","Spain","2002",82,
"Hepatitis B","% of children immunised","Spain","2003",81,
"Hepatitis B","% of children immunised","Spain","2004",78,
"Hepatitis B","% of children immunised","Spain","2005",81,
"Hepatitis B","% of children immunised","Spain","2006",81,
"Hepatitis B","% of children immunised","Spain","2007",96,
"Hepatitis B","% of children immunised","Spain","2008",97,
"Hepatitis B","% of children immunised","Spain","2009",96,
"Hepatitis B","% of children immunised","Spain","2010",97,
"Hepatitis B","% of children immunised","Spain","2011",97,
"Hepatitis B","% of children immunised","Spain","2012",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1984",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1985",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1986",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1987",77,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1988",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1989",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1990",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1991",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1992",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1993",87,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1994",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1995",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1996",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1997",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1998",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","1999",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2000",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2001",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2002",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2003",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2004",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2005",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2006",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2007",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2008",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2009",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2010",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2011",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Spain","2012",97,
"Measles","% of children immunised","Spain","1981",8,
"Measles","% of children immunised","Spain","1982",27,
"Measles","% of children immunised","Spain","1983",40,
"Measles","% of children immunised","Spain","1984",68,
"Measles","% of children immunised","Spain","1985",79,
"Measles","% of children immunised","Spain","1986",83,
"Measles","% of children immunised","Spain","1987",85,
"Measles","% of children immunised","Spain","1988",84,
"Measles","% of children immunised","Spain","1989",97,
"Measles","% of children immunised","Spain","1990",99,
"Measles","% of children immunised","Spain","1991",85,
"Measles","% of children immunised","Spain","1992",83,
"Measles","% of children immunised","Spain","1993",90,
"Measles","% of children immunised","Spain","1994",90,
"Measles","% of children immunised","Spain","1995",90,
"Measles","% of children immunised","Spain","1996",90,
"Measles","% of children immunised","Spain","1997",93,
"Measles","% of children immunised","Spain","1998",93,
"Measles","% of children immunised","Spain","1999",95,
"Measles","% of children immunised","Spain","2000",94,
"Measles","% of children immunised","Spain","2001",96,
"Measles","% of children immunised","Spain","2002",97,
"Measles","% of children immunised","Spain","2003",98,
"Measles","% of children immunised","Spain","2004",97,
"Measles","% of children immunised","Spain","2005",97,
"Measles","% of children immunised","Spain","2006",97,
"Measles","% of children immunised","Spain","2007",97,
"Measles","% of children immunised","Spain","2008",98,
"Measles","% of children immunised","Spain","2009",98,
"Measles","% of children immunised","Spain","2010",95,
"Measles","% of children immunised","Spain","2011",97,
"Measles","% of children immunised","Spain","2012",97,
"Influenza","% of population aged 65 years and over","Spain","2000",61.5,
"Influenza","% of population aged 65 years and over","Spain","2001",61.9,
"Influenza","% of population aged 65 years and over","Spain","2002",67.2,
"Influenza","% of population aged 65 years and over","Spain","2003",68,
"Influenza","% of population aged 65 years and over","Spain","2004",68.6,
"Influenza","% of population aged 65 years and over","Spain","2005",70.1,
"Influenza","% of population aged 65 years and over","Spain","2006",67.6,
"Influenza","% of population aged 65 years and over","Spain","2007",62.3,
"Influenza","% of population aged 65 years and over","Spain","2008",65.4,
"Influenza","% of population aged 65 years and over","Spain","2009",65.7,
"Influenza","% of population aged 65 years and over","Spain","2010",56.9,
"Influenza","% of population aged 65 years and over","Spain","2011",57.7,
"Influenza","% of population aged 65 years and over","Spain","2012",57,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1980",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1981",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1982",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1983",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1984",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1985",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1986",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1987",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1988",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1989",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1990",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Sweden","1991",99,
